relation_id,source_product_key,source_product_name,relation_type,target_product_key,target_product_name,relation_label,scenario,evidence_type,evidence_field,evidence_text,evidence_url,confidence,review_status,reviewer,reviewed_at,notes
REL-64A32B9941F9,BODYGEL2::奥费恩洁肤露,奥费恩洁肤露,SCENT_RITUAL_WITH,DIPXM25LARGEEDPOR::典藏版奥费恩淡香精,典藏版奥费恩淡香精,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：奥费恩,https://www.diptyque-cn.com/p/orpheon-cleansing-hand-and-body-gel-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：奥费恩洁肤露与淡香精同属奥费恩系列，香材一致，适合香氛仪式。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-67AA10749A2F,HANDCRE3::巴黎之水护手霜,巴黎之水护手霜,SCENT_RITUAL_WITH,EDPCAPITAP75C::巴黎之水淡香精,巴黎之水淡香精,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：巴黎之水,https://www.diptyque-cn.com/p/creme-de-parfum-pour-les-mains-eau-capitale-45-ml-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：巴黎之水护手霜与淡香精同系列，香材一致，适合香氛仪式。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-6D4F147510C1,DECODECO01622::水墨画陶瓷烛盖S,水墨画陶瓷烛盖 S,PAIRS_WITH,DECOPAINT01617::水墨画陶瓷托盘,水墨画陶瓷托盘,搭配,同系列香气或同设计搭配,official_product_copy+design_identity+model_review+codex_rule_gate,pdp_long_description,大理石纹陶土幻化为迷幻飘渺的烟圈，对比色交织成独特的风景。与混色陶瓷烛台和托盘搭配皆宜，营造和谐美感。,https://www.diptyque-cn.com/p/deco01622-deco.html,0.86,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：产品描述提到可与托盘搭配，设计身份一致（水墨画陶瓷）。 规则复核：官方商品文案点明目标品型，且设计身份规则已对齐。
REL-6E33FA59F617,CANDLETBR2::中号香氛蜡烛晚香玉,中号香氛蜡烛-晚香玉,PAIRS_WITH,HOMEHGFOCARB2B::晚香玉扩香精,晚香玉扩香精,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：晚香玉,https://www.diptyque-cn.com/p/tubereuse-candle-300g-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：均为晚香玉系列家居香氛，蜡烛与扩香精可组合使用，属同一气味非官方配对。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-6F592C112D85,concept::身体护理::润肤乳::肌肤之花润肤乳,肌肤之花润肤乳,SCENT_RITUAL_WITH,HAIRMIST::肌肤之花发香喷雾,肌肤之花发香喷雾,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：肌肤之花,https://www.diptyque-cn.com/p/fleur-de-peau-hand-and-body-lotion-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：肌肤之花润肤乳与发香喷雾同系列香材，身体护理与香氛互补。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-75739CB50D3E,BODYLOTIONS1::杜桑香氛润肤乳,杜桑香氛润肤乳,SCENT_RITUAL_WITH,EDTDOSON::杜桑淡香水,杜桑淡香水,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：杜桑,https://www.diptyque-cn.com/p/doson-hand-and-body-lotion-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一杜桑系列，润肤乳与淡香水气味匹配，适合作为香氛仪式搭配。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-75C693B0E88C,CANDLEROSE::迷你香氛蜡烛玫瑰,迷你香氛蜡烛-玫瑰,PAIRS_WITH,HOMEHGFOCARB2C::玫瑰扩香精,玫瑰扩香精,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：玫瑰,https://www.diptyque-cn.com/p/roses-small-candle.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：迷你香氛蜡烛与扩香精同属玫瑰系列，家居香氛不同形态可搭配作为同香型组合。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-79C651E01819,EDTNERO100V1::橙花香调淡香水,橙花香调淡香水,EXTENDS_TO_HOME,HOMELDDRGDISHSOAP1::橙花餐具清洁液,橙花餐具清洁液,延伸至家居,个人香氛延伸至空间香气,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：橙花,https://www.diptyque-cn.com/p/eau-de-toilette-eau-de-neroli-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：橙花淡香水与橙花餐具清洁液，同系列气味，可延伸至家居清洁产品。 规则复核：同系列个人香氛向空间香气延展，模型与结构规则一致。
REL-82604C266EDE,CANDLEROSE600::大号香氛蜡烛玫瑰,大号香氛蜡烛-玫瑰,PAIRS_WITH,HOMESCO4::玫瑰室内香氛蜡,玫瑰室内香氛蜡,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：玫瑰,https://www.diptyque-cn.com/p/roses-candle-600g.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：玫瑰蜡烛与室内香氛蜡同属玫瑰系列，可作为同香型家居香氛搭配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-88B68A7EF571,CANDLEBAIES::香氛蜡烛浆果香,香氛蜡烛-浆果香,PAIRS_WITH,HOMESCO2::浆果香室内香氛蜡,浆果香室内香氛蜡,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：浆果香,https://www.diptyque-cn.com/p/berries-candle-190g-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一浆果香系列的不同家居香氛形式（蜡烛与室内香氛蜡），属于同香型搭配，可批准为精选配对。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-8A3E9E4A7C94,BODYLOTIONS::玫瑰香调润肤乳,玫瑰香调 - 润肤乳,SCENT_RITUAL_WITH,EDTROSE::玫瑰香调淡香水,玫瑰香调淡香水,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：玫瑰香调,https://www.diptyque-cn.com/p/eau-rose-hand-and-body-lotion-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：玫瑰香调润肤乳与淡香水同属玫瑰香调系列，香材一致，适合作为香氛仪式搭配。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-8BDA55254276,CANDLEFI600::大号香氛蜡烛无花果,大号香氛蜡烛-无花果,PAIRS_WITH,HOMERSP::无花果室内喷雾,无花果 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：无花果,https://www.diptyque-cn.com/p/home-fi600-600g.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一已清洗系列无花果，蜡烛与室内喷雾，可作为同香型搭配推荐。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-8D6C6EC9781B,EDTNERO100V1::橙花香调淡香水,橙花香调淡香水,EXTENDS_TO_HOME,HOMEHGFOCARB2E::橙花扩香精,橙花扩香精,延伸至家居,个人香氛延伸至空间香气,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：橙花,https://www.diptyque-cn.com/p/eau-de-toilette-eau-de-neroli-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：橙花淡香水与橘花扩香精，同系列香调，适合家居扩展。 规则复核：同系列个人香氛向空间香气延展，模型与结构规则一致。
REL-8E90F81178FB,DECODECO01648::白色金字塔陶瓷烛盖,白色金字塔陶瓷烛盖,PAIRS_WITH,DECODECO01649::白色金字塔陶瓷烛台,白色金字塔陶瓷烛台,搭配,同系列香气或同设计搭配,official_product_copy+design_identity+model_review+codex_rule_gate,pdp_long_description,精致的造型提升燃烛格调，既可保护桌面免受热损，亦可作为小托盘使用。与金字塔烛盖搭配，共同营造富有雕塑感的香氛仪式。,https://www.diptyque-cn.com/p/deco-deco01648-pdp.html,0.86,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：证据明确说明“与金字塔烛盖搭配”，来源和target均为金字塔系列，设计一致。 规则复核：官方商品文案点明目标品型，且设计身份规则已对齐。
REL-931BAA3C281F,CANDLEBAIESBN2::中号香氛蜡烛浆果香,中号香氛蜡烛-浆果香,PAIRS_WITH,HOMERSP8::浆果香扩香精,浆果香 - 扩香精,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：浆果香,https://www.diptyque-cn.com/p/bougie-baie-berries-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：均为浆果香系列家居香氛，蜡烛与扩香精可组合使用，属同一气味非官方配对。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-93D623B3034F,BODYOIL::杜桑柔肤沐浴油,杜桑柔肤沐浴油,SCENT_RITUAL_WITH,HOMERSP5::杜桑固体香膏,杜桑 - 固体香膏,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：杜桑,https://www.diptyque-cn.com/p/do-son-shower-oil-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：身体护理沐浴油与个人香氛固体香膏同属杜桑系列，香型一致，适合搭配使用。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-95A7431E5AAB,HANDCRE4::肌肤之花护手霜,肌肤之花护手霜,SCENT_RITUAL_WITH,EDPFLEURP75C::肌肤之花淡香精,肌肤之花淡香精,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：肌肤之花,https://www.diptyque-cn.com/p/fleur-de-peau-hand-cream-45-ml-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：肌肤之花系列护手霜与淡香精共享香材，可构建香氛仪式。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-975EDECBA203,CANDLEROSE600::大号香氛蜡烛玫瑰,大号香氛蜡烛-玫瑰,PAIRS_WITH,HOMECARDIF6::玫瑰室内喷雾,玫瑰 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：玫瑰,https://www.diptyque-cn.com/p/roses-candle-600g.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：玫瑰蜡烛与室内喷雾同属玫瑰系列，可作为同香型家居香氛搭配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-977EC6B3852F,CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,PAIRS_WITH,HOMERSP1::圣日尔曼大道34号室内喷雾,圣日尔曼大道34号室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：圣日尔曼大道34号,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一已清洗系列'圣日尔曼大道34号'，家居香氛不同品型搭配，符合政策。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-9E7DFE2A9695,CANDLEFI::迷你香氛蜡烛无花果,迷你香氛蜡烛-无花果,PAIRS_WITH,HOMERSP::无花果室内喷雾,无花果 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：无花果,https://www.diptyque-cn.com/p/figuier-fig-tree-small-candle.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：无花果系列迷你香氛蜡烛与室内喷雾为同系列不同家居香氛形式，支持同类香型搭配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-A12370A0B562,HANDCRE2::杜桑护手霜,杜桑护手霜,SCENT_RITUAL_WITH,EDTDOSON::杜桑淡香水,杜桑淡香水,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：杜桑,https://www.diptyque-cn.com/p/do-son-hand-cream-45-ml-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：身体护理护手霜与个人香氛淡香水同属杜桑系列，香型一致，适合搭配使用。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-A18C0D7B2C9B,HANDCRE2::杜桑护手霜,杜桑护手霜,SCENT_RITUAL_WITH,HOMERSP5::杜桑固体香膏,杜桑 - 固体香膏,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：杜桑,https://www.diptyque-cn.com/p/do-son-hand-cream-45-ml-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：身体护理护手霜与个人香氛固体香膏同属杜桑系列，香型一致，适合搭配使用。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-A40574A376DC,CANDLERO300::中号香氛蜡烛玫瑰,中号香氛蜡烛-玫瑰,PAIRS_WITH,HOMESCO4::玫瑰室内香氛蜡,玫瑰室内香氛蜡,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：玫瑰,https://www.diptyque-cn.com/p/bougie-ro-300g.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：均为玫瑰系列家居香氛，蜡烛与室内香氛蜡可搭配使用，属同一气味非官方配对。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-A9415556C50B,CANDLEFI15001::超大号香氛蜡烛无花果,超大号香氛蜡烛-无花果,PAIRS_WITH,HOMERSP::无花果室内喷雾,无花果 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：无花果,https://www.diptyque-cn.com/p/figuier-fig-tree-interior-exterior-candle.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：无花果蜡烛与无花果室内喷雾属同一系列，同香型搭配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-A98780A53C8D,BODYGEL2::奥费恩洁肤露,奥费恩洁肤露,SCENT_RITUAL_WITH,HOMERSP6::奥费恩固体香膏,奥费恩 - 固体香膏,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：奥费恩,https://www.diptyque-cn.com/p/orpheon-cleansing-hand-and-body-gel-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：奥费恩洁肤露与固体香膏同系列，香材相同，适合叠用仪式。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-AA1A9697AED2,BODYLOTIONS1::杜桑香氛润肤乳,杜桑香氛润肤乳,SCENT_RITUAL_WITH,HOMERSP5::杜桑固体香膏,杜桑 - 固体香膏,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：杜桑,https://www.diptyque-cn.com/p/doson-hand-and-body-lotion-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：身体护理润肤乳与个人香氛固体香膏同属杜桑系列，香型一致，适合搭配使用。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-AB58675A288D,CANDLERO1500::超大号香氛蜡烛玫瑰,超大号香氛蜡烛-玫瑰,PAIRS_WITH,HOMEHGFOCARB2C::玫瑰扩香精,玫瑰扩香精,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：玫瑰,https://www.diptyque-cn.com/p/roses-extralarge-candle.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：超大号玫瑰蜡烛与玫瑰扩香精，同系列香调，可组合推荐。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-AB7E28203835,HOMEREEDREFILL200H::玫瑰香调香氛皂,玫瑰香调 - 香氛皂,SCENT_RITUAL_WITH,HAIRMIST3::玫瑰香调发香喷雾,玫瑰香调发香喷雾,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：玫瑰香调,https://www.diptyque-cn.com/p/eau-rose-perfumed-soap.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一已清洗系列'玫瑰香调'，香调匹配，香氛皂与发香喷雾互补，符合政策。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-AEDB39F4DF72,CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,PAIRS_WITH,HOMESCO1::圣日尔曼大道34号室内香氛蜡,圣日尔曼大道34号室内香氛蜡,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：圣日尔曼大道34号,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一已清洗系列'圣日尔曼大道34号'，家居香氛不同品型搭配，符合政策。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-B3197961391D,BODYLOTIONS2::晚香玉室内喷雾,晚香玉 - 室内喷雾,PAIRS_WITH,HOMETB600::大号香氛蜡烛晚香玉,大号香氛蜡烛-晚香玉,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：晚香玉,https://www.diptyque-cn.com/p/tubereuse-tuberose-room-spray.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：晚香玉室内喷雾与大号蜡烛同属晚香玉系列，可作为同香型家居香氛搭配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-B389C4D685AF,CANDLETAPCDLB1B::琥珀烛台香氛蜡烛,琥珀烛台香氛蜡烛,PAIRS_WITH,HOMERSP::琥珀室内喷雾,琥珀 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：琥珀,https://www.diptyque-cn.com/p/ambre-amber-scented-dinner-candle-75g.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：琥珀烛台蜡烛与琥珀室内喷雾属同一系列，可作为同香型搭配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-B4B512E1652A,CANDLEAB::香氛蜡烛琥珀,香氛蜡烛-琥珀,PAIRS_WITH,HOMERSP::琥珀室内喷雾,琥珀 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：琥珀,https://www.diptyque-cn.com/p/ambre-amber-candle-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一琥珀系列的不同家居香氛形式（蜡烛与喷雾），属于同香型搭配，可批准为精选配对。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-B5307F1CBA51,EDTPHILO::希腊无花果香调淡香水,希腊无花果香调淡香水,EXTENDS_TO_HOME,HOMESCO3::希腊无花果室内香氛蜡,希腊无花果室内香氛蜡,延伸至家居,个人香氛延伸至空间香气,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：希腊无花果,https://www.diptyque-cn.com/p/eau-de-toilette-philosykos-100ml-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同系列希腊无花果香型，个人香氛延伸至家居香氛。 规则复核：同系列个人香氛向空间香气延展，模型与结构规则一致。
REL-B6333DA44246,CANDLEROSE::香氛蜡烛玫瑰,香氛蜡烛-玫瑰,PAIRS_WITH,HOMECARDIF6::玫瑰室内喷雾,玫瑰 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：玫瑰,https://www.diptyque-cn.com/p/roses-candle-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一玫瑰系列的不同家居香氛形式（蜡烛与喷雾），属于同香型搭配，可批准为精选配对。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-B7961FE24E6E,DECODECO01622::水墨画陶瓷烛盖S,水墨画陶瓷烛盖 S,PAIRS_WITH,DECODECO01624::水墨画陶瓷托盘S,水墨画陶瓷托盘 S,搭配,同系列香气或同设计搭配,official_product_copy+design_identity+model_review+codex_rule_gate,pdp_long_description,大理石纹陶土幻化为迷幻飘渺的烟圈，对比色交织成独特的风景。与混色陶瓷烛台和托盘搭配皆宜，营造和谐美感。,https://www.diptyque-cn.com/p/deco01622-deco.html,0.86,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：文案明确提到“与混色陶瓷烛台和托盘搭配”，且源和目标均为水墨画系列，设计身份匹配。 规则复核：官方商品文案点明目标品型，且设计身份规则已对齐。
REL-B843F11FBAB4,HOMEHGFOCARB2H::感官之水香氛皂,感官之水 - 香氛皂,SCENT_RITUAL_WITH,EDTSUM26SENS100::感官之水淡香水（限量版）,感官之水淡香水（限量版）,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：感官之水,https://www.diptyque-cn.com/p/eau-des-sens.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同系列香型匹配，身体护理与个人香氛可搭配使用。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-BBE8D7A85277,BODYGEL1::希腊无花果香调洁肤露,希腊无花果香调洁肤露,PAIRS_WITH,CAPSULES9::希腊无花果香调润肤乳,希腊无花果香调 - 润肤乳,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：希腊无花果,https://www.diptyque-cn.com/p/philosykos-cleansing-hand-and-body-gel-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：希腊无花果洁肤露与润肤乳同系列共享香材，身体护理产品间气味统一。 规则复核：同系列不同身体护理步骤，作为香气仪式搭配发布。
REL-BC410275B2D9,BODYLOTIONS2::晚香玉室内喷雾,晚香玉 - 室内喷雾,PAIRS_WITH,CANDLETB::香氛蜡烛晚香玉,香氛蜡烛-晚香玉,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：晚香玉,https://www.diptyque-cn.com/p/tubereuse-tuberose-room-spray.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：晚香玉系列室内喷雾与经典香氛蜡烛为同系列不同家居香氛形式，支持同类香型搭配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-BF9C51D23EE3,HOMEHGFOCARB2H::感官之水香氛皂,感官之水 - 香氛皂,SCENT_RITUAL_WITH,EDTSENS::感官之水淡香水,感官之水淡香水,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：感官之水,https://www.diptyque-cn.com/p/eau-des-sens.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：身体护理香氛皂与个人香氛淡香水同属感官之水系列，香型一致，适合搭配使用。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-C31D085DE0EC,HOMERSP3::含羞草室内喷雾,含羞草室内喷雾,PAIRS_WITH,HOMERSP9::含羞草扩香精,含羞草 - 扩香精,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：含羞草,https://www.diptyque-cn.com/p/vaporisateur-d-interieur-mimosa-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一已清洗系列含羞草，室内喷雾与扩香精，可作为同香型搭配推荐。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-C5F12975F447,CANDLEMI::迷你香氛蜡烛含羞草,迷你香氛蜡烛-含羞草,PAIRS_WITH,HOMERSP3::含羞草室内喷雾,含羞草室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：含羞草,https://www.diptyque-cn.com/p/petite-bougie-mimosa-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同清洁系列含羞草不同家居香氛形式，符合同系列配对政策。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-C77576FD8EDD,HANDCRE4::肌肤之花护手霜,肌肤之花护手霜,SCENT_RITUAL_WITH,HAIRMIST::肌肤之花发香喷雾,肌肤之花发香喷雾,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：肌肤之花,https://www.diptyque-cn.com/p/fleur-de-peau-hand-cream-45-ml-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：肌肤之花系列护手霜与发香喷雾气味一致，身体护理与个人香氛互补。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
